1.416000000000000000e+03,1.689100027084350586e+00
1.416001500000000078e+03,1.822199940681457520e+00
1.416002899999999954e+03,1.742699980735778809e+00
1.416004400000000032e+03,1.585600018501281738e+00
1.416005900000000111e+03,1.462700009346008301e+00
1.416007299999999987e+03,1.402799963951110840e+00
1.416008800000000065e+03,1.385100007057189941e+00
1.416010299999999916e+03,1.386299967765808105e+00
1.416011700000000019e+03,1.396000027656555176e+00
1.416013200000000097e+03,1.411599993705749512e+00
1.416014599999999973e+03,1.431300044059753418e+00
1.416016100000000051e+03,1.452100038528442383e+00
1.416017599999999902e+03,1.471699953079223633e+00
1.416019000000000005e+03,1.490100026130676270e+00
1.416020500000000084e+03,1.508900046348571777e+00
1.416021999999999935e+03,1.528900027275085449e+00
1.416023400000000038e+03,1.549299955368041992e+00
1.416024899999999889e+03,1.569800019264221191e+00
1.416026399999999967e+03,1.590800046920776367e+00
1.416027800000000070e+03,1.613600015640258789e+00
1.416029299999999921e+03,1.638299942016601562e+00
1.416030799999999999e+03,1.663800001144409180e+00
1.416032200000000103e+03,1.687800049781799316e+00
1.416033699999999953e+03,1.708799958229064941e+00
1.416035200000000032e+03,1.727399945259094238e+00
1.416036599999999908e+03,1.746199965476989746e+00
1.416038099999999986e+03,1.767400026321411133e+00
1.416039600000000064e+03,1.791300058364868164e+00
1.416040999999999940e+03,1.817199945449829102e+00
1.416042500000000018e+03,1.844300031661987305e+00
1.416043899999999894e+03,1.872400045394897461e+00
1.416045399999999972e+03,1.901700019836425781e+00
1.416046900000000051e+03,1.931399941444396973e+00
1.416048299999999927e+03,1.960399985313415527e+00
1.416049800000000005e+03,1.988299965858459473e+00
1.416051300000000083e+03,2.015700101852416992e+00
1.416052699999999959e+03,2.044199943542480469e+00
1.416054200000000037e+03,2.074700117111206055e+00
1.416055699999999888e+03,2.106600046157836914e+00
1.416057099999999991e+03,2.138999938964843750e+00
1.416058600000000069e+03,2.171099901199340820e+00
1.416060099999999920e+03,2.203200101852416992e+00
1.416061500000000024e+03,2.236000061035156250e+00
1.416063000000000102e+03,2.269799947738647461e+00
1.416064499999999953e+03,2.304199934005737305e+00
1.416065900000000056e+03,2.339299917221069336e+00
1.416067399999999907e+03,2.375600099563598633e+00
1.416068800000000010e+03,2.413300037384033203e+00
1.416070300000000088e+03,2.452500104904174805e+00
1.416071799999999939e+03,2.492300033569335938e+00
1.416073200000000043e+03,2.532099962234497070e+00
1.416074699999999893e+03,2.572299957275390625e+00
1.416076199999999972e+03,2.614000082015991211e+00
1.416077600000000075e+03,2.657700061798095703e+00
1.416079099999999926e+03,2.702100038528442383e+00
1.416080600000000004e+03,2.746000051498413086e+00
1.416082000000000107e+03,2.789400100708007812e+00
1.416083499999999958e+03,2.832799911499023438e+00
1.416085000000000036e+03,2.875999927520751953e+00
1.416086399999999912e+03,2.917900085449218750e+00
1.416087899999999991e+03,2.958100080490112305e+00
1.416089400000000069e+03,2.997800111770629883e+00
1.416090799999999945e+03,3.039000034332275391e+00
1.416092300000000023e+03,3.082600116729736328e+00
1.416093800000000101e+03,3.128000020980834961e+00
1.416095199999999977e+03,3.174599885940551758e+00
1.416096700000000055e+03,3.221299886703491211e+00
1.416098099999999931e+03,3.267400026321411133e+00
1.416099600000000009e+03,3.312599897384643555e+00
1.416101100000000088e+03,3.358599901199340820e+00
1.416102499999999964e+03,3.407500028610229492e+00
1.416104000000000042e+03,3.460200071334838867e+00
1.416105499999999893e+03,3.515599966049194336e+00
1.416106899999999996e+03,3.571500062942504883e+00
1.416108400000000074e+03,3.626600027084350586e+00
1.416109899999999925e+03,3.680799961090087891e+00
1.416111300000000028e+03,3.734600067138671875e+00
1.416112800000000107e+03,3.787800073623657227e+00
1.416114299999999957e+03,3.841000080108642578e+00
1.416115700000000061e+03,3.895100116729736328e+00
1.416117199999999912e+03,3.951400041580200195e+00
1.416118699999999990e+03,4.010799884796142578e+00
1.416120100000000093e+03,4.073400020599365234e+00
1.416121599999999944e+03,4.138199806213378906e+00
1.416123000000000047e+03,4.203599929809570312e+00
1.416124499999999898e+03,4.268899917602539062e+00
1.416125999999999976e+03,4.333899974822998047e+00
1.416127400000000080e+03,4.398099899291992188e+00
1.416128899999999931e+03,4.461299896240234375e+00
1.416130400000000009e+03,4.524000167846679688e+00
1.416131800000000112e+03,4.586999893188476562e+00
1.416133299999999963e+03,4.650400161743164062e+00
1.416134800000000041e+03,4.714300155639648438e+00
1.416136199999999917e+03,4.779699802398681641e+00
1.416137699999999995e+03,4.848400115966796875e+00
1.416139200000000073e+03,4.921299934387207031e+00
1.416140599999999949e+03,4.997099876403808594e+00
1.416142100000000028e+03,5.072500228881835938e+00
1.416143600000000106e+03,5.144299983978271484e+00
1.416144999999999982e+03,5.211699962615966797e+00
1.416146500000000060e+03,5.275800228118896484e+00
1.416147899999999936e+03,5.338500022888183594e+00
1.416149400000000014e+03,5.401899814605712891e+00
1.416150900000000092e+03,5.467299938201904297e+00
1.416152299999999968e+03,5.535500049591064453e+00
1.416153800000000047e+03,5.607600212097167969e+00
1.416155299999999897e+03,5.684700012207031250e+00
1.416156700000000001e+03,5.766900062561035156e+00
1.416158200000000079e+03,5.853099822998046875e+00
1.416159699999999930e+03,5.940599918365478516e+00
1.416161100000000033e+03,6.026100158691406250e+00
1.416162600000000111e+03,6.106400012969970703e+00
1.416164099999999962e+03,6.181499958038330078e+00
1.416165500000000065e+03,6.254899978637695312e+00
1.416166999999999916e+03,6.331099987030029297e+00
1.416168499999999995e+03,6.411200046539306641e+00
1.416169900000000098e+03,6.491700172424316406e+00
1.416171399999999949e+03,6.569099903106689453e+00
1.416172900000000027e+03,6.644199848175048828e+00
1.416174299999999903e+03,6.720300197601318359e+00
1.416175799999999981e+03,6.798999786376953125e+00
1.416177200000000084e+03,6.880000114440917969e+00
1.416178699999999935e+03,6.963799953460693359e+00
1.416180200000000013e+03,7.050899982452392578e+00
1.416181599999999889e+03,7.140600204467773438e+00
1.416183099999999968e+03,7.230500221252441406e+00
1.416184600000000046e+03,7.319399833679199219e+00
1.416185999999999922e+03,7.407499790191650391e+00
1.416187500000000000e+03,7.496500015258789062e+00
1.416189000000000078e+03,7.586599826812744141e+00
1.416190399999999954e+03,7.676400184631347656e+00
1.416191900000000032e+03,7.762899875640869141e+00
1.416193400000000111e+03,7.844999790191650391e+00
1.416194799999999987e+03,7.924600124359130859e+00
1.416196300000000065e+03,8.006199836730957031e+00
1.416197799999999916e+03,8.094300270080566406e+00
1.416199200000000019e+03,8.189100265502929688e+00
1.416200700000000097e+03,8.286499977111816406e+00
1.416202099999999973e+03,8.381099700927734375e+00
1.416203600000000051e+03,8.470700263977050781e+00
1.416205099999999902e+03,8.556699752807617188e+00
1.416206500000000005e+03,8.640500068664550781e+00
1.416208000000000084e+03,8.721199989318847656e+00
1.416209499999999935e+03,8.798999786376953125e+00
1.416210900000000038e+03,8.876799583435058594e+00
1.416212399999999889e+03,8.959300041198730469e+00
1.416213899999999967e+03,9.049400329589843750e+00
1.416215300000000070e+03,9.146200180053710938e+00
1.416216799999999921e+03,9.246000289916992188e+00
1.416218299999999999e+03,9.344799995422363281e+00
1.416219700000000103e+03,9.441900253295898438e+00
1.416221199999999953e+03,9.540499687194824219e+00
1.416222700000000032e+03,9.643799781799316406e+00
1.416224099999999908e+03,9.749300003051757812e+00
1.416225599999999986e+03,9.849200248718261719e+00
1.416227100000000064e+03,9.936499595642089844e+00
1.416228499999999940e+03,1.001259994506835938e+01
1.416230000000000018e+03,1.008699989318847656e+01
1.416231399999999894e+03,1.017070007324218750e+01
1.416232899999999972e+03,1.026780033111572266e+01
1.416234400000000051e+03,1.037390041351318359e+01
1.416235799999999927e+03,1.048099994659423828e+01
1.416237300000000005e+03,1.058329963684082031e+01
1.416238800000000083e+03,1.067969989776611328e+01
1.416240199999999959e+03,1.077130031585693359e+01
1.416241700000000037e+03,1.085779953002929688e+01
1.416243199999999888e+03,1.093840026855468750e+01
1.416244599999999991e+03,1.101439952850341797e+01
1.416246100000000069e+03,1.109020042419433594e+01
1.416247599999999920e+03,1.117020034790039062e+01
1.416249000000000024e+03,1.125549983978271484e+01
1.416250500000000102e+03,1.134420013427734375e+01
1.416251999999999953e+03,1.143490028381347656e+01
1.416253400000000056e+03,1.152880001068115234e+01
1.416254899999999907e+03,1.162639999389648438e+01
1.416256300000000010e+03,1.172570037841796875e+01
1.416257800000000088e+03,1.182439994812011719e+01
1.416259299999999939e+03,1.192230033874511719e+01
1.416260700000000043e+03,1.201879978179931641e+01
1.416262199999999893e+03,1.211040019989013672e+01
1.416263699999999972e+03,1.219569969177246094e+01
1.416265100000000075e+03,1.228110027313232422e+01
1.416266599999999926e+03,1.237450027465820312e+01
1.416268100000000004e+03,1.247389984130859375e+01
1.416269500000000107e+03,1.256649971008300781e+01
1.416270999999999958e+03,1.264150047302246094e+01
1.416272500000000036e+03,1.270230007171630859e+01
1.416273899999999912e+03,1.276410007476806641e+01
1.416275399999999991e+03,1.284049987792968750e+01
1.416276900000000069e+03,1.293210029602050781e+01
1.416278299999999945e+03,1.303020000457763672e+01
1.416279800000000023e+03,1.312870025634765625e+01
1.416281199999999899e+03,1.323069953918457031e+01
1.416282699999999977e+03,1.334039974212646484e+01
1.416284200000000055e+03,1.345119953155517578e+01
1.416285599999999931e+03,1.354860019683837891e+01
1.416287100000000009e+03,1.362510013580322266e+01
1.416288600000000088e+03,1.368710041046142578e+01
1.416289999999999964e+03,1.374880027770996094e+01
1.416291500000000042e+03,1.381919956207275391e+01
1.416292999999999893e+03,1.389900016784667969e+01
1.416294399999999996e+03,1.398519992828369141e+01
1.416295900000000074e+03,1.407470035552978516e+01
1.416297399999999925e+03,1.416639995574951172e+01
1.416298800000000028e+03,1.426309967041015625e+01
